question_id,knowledge_node_id,text,options,correct_answer,difficulty,p_s
2d5d8e7e-0c7f-4b8e-8a1a-3d7f1b9e6c4a,kp_kinematics,SAMPLE for 'Kinematics': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a1b0c8-3e5d-4f1a-8b9d-2c7e1a0b5d9c,kp_kinematics,SAMPLE for 'Kinematics': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a6b-8c7d-8e9f0a1b2c3d,kp_kinematics,SAMPLE for 'Kinematics': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b7c-8d8e-9f0a1b2c3d4e,kp_kinematics,SAMPLE for 'Kinematics': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4c8d-8e9f-0a1b2c3d4e5f,kp_kinematics,SAMPLE for 'Kinematics': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4d9e-8f0a-1b2c3d4e5f6a,kp_scalar,SAMPLE for 'Scalar Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4e0f-8a1b-2c3d4e5f6a7b,kp_scalar,SAMPLE for 'Scalar Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4f1a-8b2c-3d4e5f6a7b8c,kp_scalar,SAMPLE for 'Scalar Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a7b8c9d0-0e1f-4a2b-8c3d-4e5f6a7b8c9d,kp_scalar,SAMPLE for 'Scalar Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b8c9d0e1-1f2a-4b3c-8d4e-5f6a7b8c9d0e,kp_scalar,SAMPLE for 'Scalar Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c9d0e1f2-2a3b-4c4d-8e5f-6a7b8c9d0e1f,kp_base_unit,SAMPLE for 'Base Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d0e1f2a3-3b4c-4d5e-8f6a-7b8c9d0e1f2a,kp_base_unit,SAMPLE for 'Base Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e1f2a3b4-4c5d-4e6f-8a7b-8c9d0e1f2a3b,kp_base_unit,SAMPLE for 'Base Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f2a3b4c5-5d6e-4f7a-8b8c-9d0e1f2a3b4c,kp_base_unit,SAMPLE for 'Base Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a3b4c5d6-6e7f-4a8b-8c9d-0e1f2a3b4c5d,kp_base_unit,SAMPLE for 'Base Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b4c5d6e7-7f8a-4b9c-8d0e-1f2a3b4c5d6e,kp_derived_unit,SAMPLE for 'Derived Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4cac-8e1f-2a3b4c5d6e7f,kp_derived_unit,SAMPLE for 'Derived Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4dbd-8f2a-3b4c5d6e7f8a,kp_derived_unit,SAMPLE for 'Derived Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4ece-8a3b-4c5d6e7f8a9b,kp_derived_unit,SAMPLE for 'Derived Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4fdf-8b4c-5d6e7f8a9b0c,kp_derived_unit,SAMPLE for 'Derived Unit': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a0a-8c5d-6e7f8a9b0c1d,kp_avg_speed,SAMPLE for 'Average Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b1b-8d6e-7f8a9b0c1d2e,kp_avg_speed,SAMPLE for 'Average Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c2c-8e7f-8a9b0c1d2e3f,kp_avg_speed,SAMPLE for 'Average Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d3d-8f8a-9b0c1d2e3f4a,kp_avg_speed,SAMPLE for 'Average Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e4e-8a9b-0c1d2e3f4a5b,kp_avg_speed,SAMPLE for 'Average Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a5b6c7-7d8e-4f5f-8bac-1d2e3f4a5b6c,kp_inst_speed,SAMPLE for 'Instantaneous Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a5b6c7d8-8e9f-4a6a-8cbd-2e3f4a5b6c7d,kp_inst_speed,SAMPLE for 'Instantaneous Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b6c7d8e9-9f0a-4b7b-8dce-3f4a5b6c7d8e,kp_inst_speed,SAMPLE for 'Instantaneous Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c7d8e9f0-0a1b-4c8c-8edf-4a5b6c7d8e9f,kp_inst_speed,SAMPLE for 'Instantaneous Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d8e9f0a1-1b2c-4d9d-8fee-5b6c7d8e9f0a,kp_inst_speed,SAMPLE for 'Instantaneous Speed': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e9f0a1b2-2c3d-4e0e-8aff-6c7d8e9f0a1b,kp_uniform_motion,SAMPLE for 'Uniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f0a1b2c3-3d4e-4f1f-8b0a-7d8e9f0a1b2c,kp_uniform_motion,SAMPLE for 'Uniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a2a-8b1b-8e9f0a1b2c3d,kp_uniform_motion,SAMPLE for 'Uniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b3b-8c2c-9f0a1b2c3d4e,kp_uniform_motion,SAMPLE for 'Uniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4c4c-8d3d-0a1b2c3d4e5f,kp_uniform_motion,SAMPLE for 'Uniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4d5d-8e4e-1b2c3d4e5f6a,kp_nonuniform_motion,SAMPLE for 'Nonuniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4e6e-8f5f-2c3d4e5f6a7b,kp_nonuniform_motion,SAMPLE for 'Nonuniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4f7f-8a6a-3d4e5f6a7b8c,kp_nonuniform_motion,SAMPLE for 'Nonuniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a7b8c9d0-0e1f-4a8a-8b7b-4e5f6a7b8c9d,kp_nonuniform_motion,SAMPLE for 'Nonuniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b8c9d0e1-1f2a-4b9b-8c8c-5f6a7b8c9d0e,kp_nonuniform_motion,SAMPLE for 'Nonuniform Motion': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c9d0e1f2-2a3b-4cac-8d9d-6a7b8c9d0e1f,kp_vector,SAMPLE for 'Vector Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d0e1f2a3-3b4c-4dbd-8eae-7b8c9d0e1f2a,kp_vector,SAMPLE for 'Vector Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e1f2a3b4-4c5d-4ece-8fbf-8c9d0e1f2a3b,kp_vector,SAMPLE for 'Vector Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f2a3b4c5-5d6e-4fdf-8ad0-9d0e1f2a3b4c,kp_vector,SAMPLE for 'Vector Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a3b4c5d6-6e7f-4a0a-8be1-0e1f2a3b4c5d,kp_vector,SAMPLE for 'Vector Quantity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b4c5d6e7-7f8a-4b1b-8cf2-1f2a3b4c5d6e,kp_position,SAMPLE for 'Position ($\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4c2c-8d03-2a3b4c5d6e7f,kp_position,SAMPLE for 'Position ($\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4d3d-8e14-3b4c5d6e7f8a,kp_position,SAMPLE for 'Position ($\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4e4e-8f25-4c5d6e7f8a9b,kp_position,SAMPLE for 'Position ($\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4f5f-8a36-5d6e7f8a9b0c,kp_position,SAMPLE for 'Position ($\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a6a-8b47-6e7f8a9b0c1d,kp_displacement,SAMPLE for 'Displacement ($\Delta\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b7b-8c58-7f8a9b0c1d2e,kp_displacement,SAMPLE for 'Displacement ($\Delta\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c8c-8d69-8a9b0c1d2e3f,kp_displacement,SAMPLE for 'Displacement ($\Delta\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d9d-8e7a-9b0c1d2e3f4a,kp_displacement,SAMPLE for 'Displacement ($\Delta\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e0e-8f8b-0c1d2e3f4a5b,kp_displacement,SAMPLE for 'Displacement ($\Delta\vec{d}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a5b6c7-7d8e-4f1f-8a9c-1d2e3f4a5b6c,kp_avg_velocity,SAMPLE for 'Average Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a5b6c7d8-8e9f-4a2a-8bad-2e3f4a5b6c7d,kp_avg_velocity,SAMPLE for 'Average Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b6c7d8e9-9f0a-4b3b-8cbe-3f4a5b6c7d8e,kp_avg_velocity,SAMPLE for 'Average Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c7d8e9f0-0a1b-4c4c-8cdf-4a5b6c7d8e9f,kp_avg_velocity,SAMPLE for 'Average Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d8e9f0a1-1b2c-4d5d-8cf0-5b6c7d8e9f0a,kp_avg_velocity,SAMPLE for 'Average Velocity': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e9f0a1b2-2c3d-4e6e-8d01-6c7d8e9f0a1b,kp_graph_pos_time,SAMPLE for 'Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f0a1b2c3-3d4e-4f7f-8e12-7d8e9f0a1b2c,kp_graph_pos_time,SAMPLE for 'Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a8a-8f23-8e9f0a1b2c3d,kp_graph_pos_time,SAMPLE for 'Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b9b-8a34-9f0a1b2c3d4e,kp_graph_pos_time,SAMPLE for 'Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4cac-8b45-0a1b2c3d4e5f,kp_graph_pos_time,SAMPLE for 'Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4dbd-8c56-1b2c3d4e5f6a,kp_slope_pos_time,SAMPLE for 'Slope of Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4ece-8d67-2c3d4e5f6a7b,kp_slope_pos_time,SAMPLE for 'Slope of Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4fdf-8e78-3d4e5f6a7b8c,kp_slope_pos_time,SAMPLE for 'Slope of Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a7b8c9d0-0e1f-4a0a-8f89-4e5f6a7b8c9d,kp_slope_pos_time,SAMPLE for 'Slope of Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b8c9d0e1-1f2a-4b1b-8a9a-5f6a7b8c9d0e,kp_slope_pos_time,SAMPLE for 'Slope of Position-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c9d0e1f2-2a3b-4c2c-8bab-6a7b8c9d0e1f,kp_graph_vel_time,SAMPLE for 'Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d0e1f2a3-3b4c-4d3d-8cbc-7b8c9d0e1f2a,kp_graph_vel_time,SAMPLE for 'Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e1f2a3b4-4c5d-4e4e-8dcd-8c9d0e1f2a3b,kp_graph_vel_time,SAMPLE for 'Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f2a3b4c5-5d6e-4f5f-8dee-9d0e1f2a3b4c,kp_graph_vel_time,SAMPLE for 'Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a3b4c5d6-6e7f-4a6a-8dff-0e1f2a3b4c5d,kp_graph_vel_time,SAMPLE for 'Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b4c5d6e7-7f8a-4b7b-8e10-1f2a3b4c5d6e,kp_area_vel_time,SAMPLE for 'Area under Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c5d6e7f8-8a9b-4c8c-8f21-2a3b4c5d6e7f,kp_area_vel_time,SAMPLE for 'Area under Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d6e7f8a9-9b0c-4d9d-8a32-3b4c5d6e7f8a,kp_area_vel_time,SAMPLE for 'Area under Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e7f8a9b0-0c1d-4e0e-8b43-4c5d6e7f8a9b,kp_area_vel_time,SAMPLE for 'Area under Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f8a9b0c1-1d2e-4f1f-8c54-5d6e7f8a9b0c,kp_area_vel_time,SAMPLE for 'Area under Velocity-Time Graph': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a9b0c1d2-2e3f-4a2a-8d65-6e7f8a9b0c1d,kp_directions,SAMPLE for 'Communicating Directions': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b0c1d2e3-3f4a-4b3b-8e76-7f8a9b0c1d2e,kp_directions,SAMPLE for 'Communicating Directions': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c1d2e3f4-4a5b-4c4c-8f87-8a9b0c1d2e3f,kp_directions,SAMPLE for 'Communicating Directions': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d2e3f4a5-5b6c-4d5d-8a98-9b0c1d2e3f4a,kp_directions,SAMPLE for 'Communicating Directions': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e3f4a5b6-6c7d-4e6e-8ba9-0c1d2e3f4a5b,kp_directions,SAMPLE for 'Communicating Directions': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f4a5b6c7-7d8e-4f7f-8cba-1d2e3f4a5b6c,kp_resultant_disp,SAMPLE for 'Resultant Displacement ($\Delta\vec{d}_{R}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a5b6c7d8-8e9f-4a8a-8dbc-2e3f4a5b6c7d,kp_resultant_disp,SAMPLE for 'Resultant Displacement ($\Delta\vec{d}_{R}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b6c7d8e9-9f0a-4b9b-8ecd-3f4a5b6c7d8e,kp_resultant_disp,SAMPLE for 'Resultant Displacement ($\Delta\vec{d}_{R}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c7d8e9f0-0a1b-4cac-8fde-4a5b6c7d8e9f,kp_resultant_disp,SAMPLE for 'Resultant Displacement ($\Delta\vec{d}_{R}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d8e9f0a1-1b2c-4dbd-8eff-5b6c7d8e9f0a,kp_resultant_disp,SAMPLE for 'Resultant Displacement ($\Delta\vec{d}_{R}$)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e9f0a1b2-2c3d-4ece-8a10-6c7d8e9f0a1b,kp_vector_add_graphic,SAMPLE for 'Vector Addition (Graphical)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f0a1b2c3-3d4e-4fdf-8b21-7d8e9f0a1b2c,kp_vector_add_graphic,SAMPLE for 'Vector Addition (Graphical)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
a1b2c3d4-4e5f-4a0a-8c32-8e9f0a1b2c3d,kp_vector_add_graphic,SAMPLE for 'Vector Addition (Graphical)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
b2c3d4e5-5f6a-4b1b-8d43-9f0a1b2c3d4e,kp_vector_add_graphic,SAMPLE for 'Vector Addition (Graphical)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
c3d4e5f6-6a7b-4c2c-8e54-0a1b2c3d4e5f,kp_vector_add_graphic,SAMPLE for 'Vector Addition (Graphical)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
d4e5f6a7-7b8c-4d3d-8f65-1b2c3d4e5f6a,kp_vector_add_algebra,SAMPLE for 'Vector Addition (Algebraic)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
e5f6a7b8-8c9d-4e4e-8a76-2c3d4e5f6a7b,kp_vector_add_algebra,SAMPLE for 'Vector Addition (Algebraic)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
f6a7b8c9-9d0e-4f5f-8b87-3d4e5f6a7b8c,kp_vector_add_algebra,SAMPLE for 'Vector Addition (Algebraic)': [Your question text here],"[""Option A"", ""Option B"", ""Option C"", ""Option D""]",0,medium,0.1
